Accident_Index,Date,Local_Authority_District,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Road_Type,Speed_Limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Gender,Vehicle_Type,Holiday,School_Season,Festival_Season,Time_of_Day,Accident_Risk,City,State
ACC003142,04/18/2024 09:45:05 AM,Downtown Hub,Slight,1,1,Dual carriageway,20,Daylight,Raining + high winds,Dry,Urban,Woman,Van,No,School Open,Non-Festival,Morning,Low,Jaipur,Himachal Pradesh
ACC006099,03-08-2024 07:24,South Division,Serious,2,1,Single carriageway,50,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Car,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Jharkhand
ACC003591,07/16/2021 10:36:24 PM,Central Region,Slight,2,1,Roundabout,40,Daylight,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Pune,Nagaland
ACC004163,02-03-2021 23:47,South Division,Slight,2,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Punjab
ACC003707,10/27/2023 04:56:17 PM,East District,Slight,2,1,Slip road,20,Darkness - lights lit,Fine no high winds,Flood over 3cm deep,Urban,Man,Bus,Yes,School Open,Non-Festival,Evening,Medium,Chennai,Madhya Pradesh
ACC006152,11/15/2023 06:42:13 PM,Downtown Hub,Slight,2,1,Single carriageway,30,Darkness - lights lit,Raining + high winds,Wet or damp,Rural,Woman,Motorcycle,No,School Open,Non-Festival,Morning,Low,Lucknow,Haryana
ACC005871,09-03-2022 20:18,West Metro,Slight,2,1,Dual carriageway,20,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Car,No,School Open,Non-Festival,Night,Medium,Kolkata,Gujarat
ACC005460,08/30/2022 10:10:32 AM,Downtown Hub,Slight,1,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Truck,No,School Vacation,Non-Festival,Afternoon,Low,Kolkata,Mizoram
ACC005786,09/28/2021 04:39:58 AM,Downtown Hub,Serious,3,2,One way street,60,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Hyderabad,Rajasthan
ACC004346,04-06-2024 11:43,Downtown Hub,Slight,2,1,Slip road,20,Darkness - lights unlit,Snowing no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Tamil Nadu
ACC004934,12/20/2021 06:39:34 AM,East District,Slight,2,1,Single carriageway,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Woman,Bicycle,No,School Open,Non-Festival,Evening,Medium,Lucknow,Manipur
ACC006988,09/30/2023 08:15:42 PM,South Division,Slight,2,1,Single carriageway,20,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,SUV,No,School Open,Non-Festival,Afternoon,Low,Hyderabad,Punjab
ACC005972,09/29/2020 05:16:01 PM,Downtown Hub,Slight,2,1,Slip road,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Woman,Bus,Yes,School Vacation,Non-Festival,Morning,Medium,Jaipur,Manipur
ACC002615,11/25/2021 12:40:34 PM,North Sector,Slight,2,1,Slip road,30,Daylight,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Night,Medium,Delhi,Andhra Pradesh
ACC002748,10/20/2023 12:11:24 AM,West Metro,Slight,2,1,Slip road,30,Daylight,Fine no high winds,Dry,Urban,Man,SUV,Yes,School Vacation,Festival,Morning,High,Chennai,Tripura
ACC003385,09/17/2023 10:16:18 PM,East District,Slight,2,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Woman,Auto Rickshaw,No,School Open,Non-Festival,Night,Medium,Delhi,Maharashtra
ACC006512,08/24/2023 04:33:08 PM,Downtown Hub,Slight,2,2,Single carriageway,40,Daylight,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,Yes,School Vacation,Non-Festival,Morning,Medium,Shimla,Chhattisgarh
ACC002718,02/27/2024 01:51:28 PM,Downtown Hub,Slight,1,1,One way street,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,SUV,No,School Open,Non-Festival,Evening,Medium,Jaipur,Karnataka
ACC002415,04-04-2021 23:08,Central Region,Slight,2,1,Roundabout,20,Daylight,Fine no high winds,Wet or damp,Rural,Man,Motorcycle,Yes,School Open,Non-Festival,Afternoon,Medium,Jaipur,Meghalaya
ACC006191,03/15/2020 12:46:49 PM,Central Region,Slight,2,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Vacation,Non-Festival,Afternoon,Low,Delhi,Arunachal Pradesh
ACC006380,12/31/2022 03:20:24 AM,North Sector,Slight,2,1,One way street,20,Darkness - lights unlit,Raining + high winds,Dry,Urban,Man,Truck,No,School Vacation,Non-Festival,Morning,Low,Lucknow,Haryana
ACC004522,07-07-2020 06:43,Central Region,Slight,3,1,Single carriageway,30,Darkness - lights unlit,Raining no high winds,Dry,Rural,Woman,Bus,No,School Open,Non-Festival,Morning,Low,Mumbai,Karnataka
ACC003839,10-07-2024 17:20,South Division,Slight,2,1,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Van,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Nagaland
ACC002737,10/17/2024 04:49:46 PM,Central Region,Slight,2,1,Slip road,20,Daylight,Fine no high winds,Dry,Urban,Woman,Car,No,School Open,Non-Festival,Night,Medium,Delhi,Assam
ACC004802,02-09-2022 11:45,East District,Fatal,3,3,One way street,70,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Bus,No,School Open,Festival,Afternoon,Medium,Shimla,Uttar Pradesh
ACC006966,10-09-2024 09:24,Central Region,Slight,2,2,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bus,Yes,School Open,Non-Festival,Afternoon,Medium,Lucknow,Andhra Pradesh
ACC005597,08/18/2020 04:42:19 PM,Central Region,Serious,4,2,Dual carriageway,50,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Morning,Low,Bengaluru,Karnataka
ACC002163,07/29/2020 04:16:12 AM,North Sector,Serious,1,1,One way street,30,Darkness - no lighting,Fine + high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Meghalaya
ACC007000,10/13/2020 02:30:57 PM,South Division,Slight,1,1,Slip road,20,Daylight,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Nagaland
ACC005160,03/28/2020 11:12:09 PM,Downtown Hub,Slight,2,1,Single carriageway,20,Darkness - no lighting,Fine no high winds,Snow,Rural,Woman,Car,No,School Open,Festival,Morning,Medium,Hyderabad,Meghalaya
ACC006511,09/23/2021 12:28:54 AM,South Division,Slight,2,2,Dual carriageway,20,Darkness - lights unlit,Snowing no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Evening,Medium,Chennai,Tamil Nadu
ACC004958,05/26/2022 11:11:48 PM,Downtown Hub,Serious,2,2,One way street,30,Darkness - lights lit,Raining + high winds,Frost or ice,Rural,Man,Truck,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Jharkhand
ACC005656,12/13/2022 03:23:54 AM,Downtown Hub,Slight,1,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Morning,Low,Mumbai,Nagaland
ACC005242,01-11-2020 07:38,Downtown Hub,Slight,1,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Bus,No,School Open,Non-Festival,Morning,Low,Mumbai,Goa
ACC003187,03/25/2023 10:59:32 PM,Downtown Hub,Slight,2,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Bicycle,Yes,School Open,Non-Festival,Evening,Medium,Lucknow,Odisha
ACC004636,02/22/2020 11:08:37 PM,East District,Slight,2,1,Roundabout,40,Darkness - lights lit,Snowing no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Morning,Low,Pune,Bihar
ACC003082,04/15/2023 01:18:10 AM,Downtown Hub,Serious,1,1,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Frost or ice,Urban,Man,Auto Rickshaw,Yes,School Open,Non-Festival,Night,Medium,Jaipur,Uttarakhand
ACC004176,12/27/2023 11:34:09 AM,East District,Fatal,4,2,Roundabout,70,Daylight,Raining no high winds,Dry,Urban,Man,Car,No,School Open,Festival,Afternoon,Medium,Lucknow,Madhya Pradesh
ACC005002,04-12-2022 19:54,East District,Slight,2,1,Roundabout,20,Daylight,Fine no high winds,Wet or damp,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Jaipur,Telangana
ACC005314,10/13/2020 04:15:17 AM,West Metro,Slight,2,1,Roundabout,30,Daylight,Fine no high winds,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Maharashtra
ACC006749,08-05-2020 16:46,Central Region,Serious,3,1,Roundabout,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Afternoon,Low,Delhi,Assam
ACC003176,11/23/2022 04:35:47 AM,Downtown Hub,Slight,3,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Snow,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Bengaluru,Jharkhand
ACC002752,10-02-2020 09:45,East District,Slight,2,1,Slip road,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Festival,Afternoon,Medium,Lucknow,Goa
ACC006350,02-01-2021 12:50,North Sector,Slight,1,1,Dual carriageway,20,Darkness - lights unlit,Raining no high winds,Dry,Rural,Woman,Truck,No,School Open,Non-Festival,Morning,Low,Mumbai,Andhra Pradesh
ACC006866,01/26/2024 03:48:33 PM,,Slight,2,1,Roundabout,40,Daylight,Fine no high winds,Dry,Rural,Woman,Bus,Yes,School Vacation,Non-Festival,Evening,Medium,Pune,Tamil Nadu
ACC002973,05/28/2023 06:45:09 AM,West Metro,Slight,2,1,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Shimla,Telangana
ACC004559,03-10-2023 22:38,Central Region,Slight,1,1,Single carriageway,20,Daylight,Raining no high winds,Dry,Rural,Man,Van,No,School Open,Festival,Evening,High,Jaipur,Uttarakhand
ACC005344,04-07-2024 08:08,Downtown Hub,Slight,2,1,Roundabout,30,Daylight,Fine no high winds,Dry,Rural,Woman,SUV,No,School Open,Non-Festival,Evening,Medium,Hyderabad,Maharashtra
ACC005321,07/19/2024 10:37:21 AM,Downtown Hub,Slight,1,2,Roundabout,20,Darkness - no lighting,Raining no high winds,Dry,Urban,Woman,Car,No,School Open,Non-Festival,Evening,Medium,Jaipur,Haryana
ACC003562,01-09-2022 14:03,North Sector,Slight,2,1,Slip road,30,Daylight,Raining no high winds,Dry,Rural,Woman,Auto Rickshaw,No,School Vacation,Non-Festival,Evening,Medium,Kolkata,Odisha
ACC003211,09/16/2021 11:35:13 PM,Central Region,Slight,1,1,Dual carriageway,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Van,No,School Vacation,Non-Festival,Evening,Medium,Chennai,Maharashtra
ACC005013,01-10-2024 18:01,West Metro,Slight,2,1,Slip road,40,Darkness - lights unlit,Fine no high winds,Frost or ice,Rural,Man,SUV,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Jharkhand
ACC004701,09-09-2021 19:07,South Division,Slight,3,1,Dual carriageway,40,Darkness - lights lit,Fine + high winds,Wet or damp,Urban,Woman,SUV,No,School Open,Festival,Afternoon,Medium,Bengaluru,Mizoram
ACC003237,02/19/2020 10:10:04 PM,East District,Slight,1,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Morning,Low,Hyderabad,Himachal Pradesh
ACC003560,02/29/2020 02:38:41 PM,,Serious,2,2,Single carriageway,40,Daylight,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Evening,Medium,Mumbai,Goa
ACC005256,04-09-2023 08:38,North Sector,Slight,2,1,Roundabout,20,Darkness - lights lit,,Wet or damp,Rural,Man,Auto Rickshaw,No,School Vacation,Festival,Evening,High,Mumbai,Karnataka
ACC004406,12-06-2024 18:03,South Division,Slight,2,1,Slip road,30,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Man,Bus,No,School Vacation,Festival,Morning,Medium,Mumbai,Tripura
ACC005739,11-01-2020 01:22,South Division,Slight,2,1,One way street,20,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,SUV,No,School Open,Non-Festival,Night,Medium,Shimla,Gujarat
ACC003408,02-03-2024 20:57,West Metro,Slight,1,1,Single carriageway,20,Darkness - lights lit,Fine no high winds,Flood over 3cm deep,Urban,Man,Car,No,School Vacation,Non-Festival,Evening,Medium,Kolkata,Mizoram
ACC003876,07/29/2023 05:25:59 PM,North Sector,Slight,1,1,Single carriageway,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Bus,No,School Vacation,Non-Festival,Afternoon,Low,Mumbai,West Bengal
ACC003385,09/17/2023 10:16:18 PM,East District,Slight,2,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Man,Motorcycle,No,School Vacation,Festival,Morning,Medium,Mumbai,West Bengal
ACC002519,12-05-2021 00:26,North Sector,Slight,1,1,Slip road,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Andhra Pradesh
ACC003700,12/28/2023 02:55:08 AM,South Division,Slight,3,1,Single carriageway,20,Daylight,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Festival,Evening,High,Kolkata,Sikkim
ACC002530,01-01-2020 16:52,West Metro,Slight,2,1,Single carriageway,30,Darkness - no lighting,Raining + high winds,Flood over 3cm deep,Rural,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Pune,Chhattisgarh
ACC006332,04/25/2020 02:32:29 PM,Downtown Hub,Slight,2,2,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Car,Yes,School Open,Non-Festival,Afternoon,Medium,Pune,Himachal Pradesh
ACC003344,06/19/2020 06:47:33 AM,,Slight,1,1,One way street,30,Daylight,Fine no high winds,Dry,Urban,Woman,Bicycle,No,School Open,Non-Festival,Night,Medium,Kolkata,Nagaland
ACC003175,11/13/2021 07:06:52 PM,Central Region,Slight,1,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Evening,Medium,Chennai,Telangana
ACC003847,11/29/2020 04:59:21 AM,East District,Slight,2,2,Single carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Open,Festival,Afternoon,Medium,Shimla,Uttarakhand
ACC005161,09/21/2024 02:26:04 PM,North Sector,Fatal,4,2,One way street,60,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Hyderabad,Rajasthan
ACC005506,12/28/2024 11:00:14 PM,East District,Slight,2,1,One way street,20,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,Woman,Car,No,School Open,Non-Festival,Morning,Low,Jaipur,Arunachal Pradesh
ACC003830,11/23/2022 06:12:31 PM,Downtown Hub,Serious,4,1,Slip road,50,Daylight,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Night,Medium,Lucknow,Uttar Pradesh
ACC004943,11-05-2022 13:49,North Sector,Slight,1,1,Slip road,30,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Night,Medium,Delhi,Karnataka
ACC004234,09-07-2020 14:44,South Division,Slight,2,1,Dual carriageway,20,Darkness - no lighting,Raining no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Evening,Medium,Pune,Uttarakhand
ACC006206,09/22/2024 11:35:48 PM,North Sector,Slight,1,1,Single carriageway,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Kolkata,West Bengal
ACC002733,10/20/2024 10:09:44 PM,Central Region,Serious,2,1,One way street,40,Daylight,Raining + high winds,Dry,Urban,Woman,SUV,No,School Vacation,Non-Festival,Morning,Low,Hyderabad,Goa
ACC005622,05/14/2023 08:00:35 PM,West Metro,Slight,2,1,Slip road,40,Darkness - no lighting,Raining no high winds,Dry,Rural,Woman,Truck,No,School Open,Non-Festival,Morning,Low,Kolkata,Uttar Pradesh
ACC006154,08/28/2020 07:14:52 AM,West Metro,Fatal,4,1,One way street,70,Daylight,Fine + high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Jaipur,Haryana
ACC005542,01/16/2024 01:41:14 AM,Central Region,Serious,4,3,One way street,50,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Morning,Low,Hyderabad,Bihar
ACC006288,07/17/2024 04:29:27 AM,West Metro,Fatal,3,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Urban,Man,Bus,No,School Vacation,Non-Festival,Evening,Medium,Pune,Nagaland
ACC006768,06/14/2022 05:35:00 AM,Central Region,Slight,2,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Snow,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Mumbai,West Bengal
ACC006869,05/17/2023 08:34:21 PM,West Metro,Slight,3,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,SUV,No,School Vacation,Non-Festival,Morning,Low,Kolkata,Karnataka
ACC003263,09-03-2023 01:33,West Metro,Slight,1,1,One way street,20,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,Auto Rickshaw,No,School Vacation,Festival,Evening,High,Delhi,Chhattisgarh
ACC005729,01/20/2024 09:02:24 AM,South Division,Slight,1,1,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Pune,Manipur
ACC003101,08/31/2024 04:40:28 AM,North Sector,Slight,2,1,Dual carriageway,20,Darkness - no lighting,,Frost or ice,Urban,Man,Van,Yes,School Open,Non-Festival,Night,Medium,Bengaluru,West Bengal
ACC002475,01/15/2022 04:00:42 PM,Downtown Hub,Slight,1,2,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Woman,Motorcycle,No,School Open,Festival,Afternoon,Medium,Delhi,Nagaland
ACC006944,10-09-2023 00:03,,Serious,4,2,Slip road,40,Darkness - lights unlit,Fine no high winds,Frost or ice,Urban,Man,Bicycle,No,School Open,Festival,Afternoon,Medium,Chennai,Arunachal Pradesh
ACC002914,08/29/2022 07:33:37 AM,East District,Slight,2,1,Roundabout,40,Daylight,Fine no high winds,Dry,Rural,Woman,Car,No,School Open,Non-Festival,Morning,Low,Shimla,Sikkim
ACC003404,11-03-2022 18:46,East District,Slight,1,1,Slip road,20,Darkness - lights unlit,Fine + high winds,Dry,Rural,Woman,Auto Rickshaw,No,School Vacation,Non-Festival,Night,Medium,Pune,Karnataka
ACC003978,03/13/2022 05:56:36 AM,Central Region,Slight,1,1,Slip road,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Evening,Medium,Mumbai,Uttar Pradesh
ACC005092,02-05-2023 02:47,East District,Slight,1,1,Slip road,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Pune,Tripura
ACC004016,10/13/2021 07:24:58 AM,East District,Slight,3,2,Dual carriageway,30,Daylight,Raining no high winds,Flood over 3cm deep,Rural,Man,Bus,No,School Open,Festival,Morning,Medium,Jaipur,Madhya Pradesh
ACC006305,12/30/2023 09:45:41 PM,Downtown Hub,Slight,2,2,One way street,30,Darkness - no lighting,Raining no high winds,Wet or damp,Urban,Man,SUV,Yes,School Open,Non-Festival,Evening,Medium,Hyderabad,Bihar
ACC002524,09/17/2023 08:47:44 AM,Central Region,Fatal,3,1,Single carriageway,70,Daylight,Fine no high winds,Wet or damp,Rural,Man,Motorcycle,No,School Open,Festival,Afternoon,Medium,Kolkata,Sikkim
ACC003234,10-12-2023 18:42,South Division,Serious,2,2,Single carriageway,50,Daylight,Fine no high winds,Dry,Rural,Woman,Auto Rickshaw,Yes,School Open,Non-Festival,Night,Medium,Hyderabad,Gujarat
ACC003551,08-11-2023 09:20,Downtown Hub,Fatal,3,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Bus,No,School Open,Non-Festival,Night,Medium,Hyderabad,Karnataka
ACC005460,08/30/2022 10:10:32 AM,Downtown Hub,Slight,1,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bus,No,School Vacation,Non-Festival,Evening,Medium,Pune,Sikkim
ACC002843,11/25/2021 07:51:47 AM,Downtown Hub,Slight,3,1,Slip road,40,Darkness - lights lit,Fine no high winds,Frost or ice,Rural,Woman,Motorcycle,No,School Open,Non-Festival,Night,Medium,Jaipur,Telangana
ACC002948,01-10-2021 14:40,Central Region,Serious,1,1,Dual carriageway,40,Darkness - lights lit,Raining no high winds,Dry,Urban,Man,Bicycle,Yes,School Open,Non-Festival,Morning,Medium,Kolkata,Bihar
ACC002153,10/17/2020 11:40:01 PM,East District,Slight,1,1,One way street,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Kolkata,West Bengal
ACC004125,04/25/2021 02:54:20 AM,West Metro,Slight,2,2,Slip road,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Woman,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Hyderabad,Manipur
ACC005647,02/19/2020 06:11:40 AM,East District,Slight,1,1,Single carriageway,30,Darkness - lights unlit,Fine no high winds,Frost or ice,Urban,Woman,Truck,No,School Open,Non-Festival,Morning,Low,Chennai,Andhra Pradesh
ACC006800,03/16/2021 09:28:02 PM,West Metro,Slight,1,1,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,SUV,No,School Open,Non-Festival,Night,Medium,Shimla,Tamil Nadu
ACC003872,12/20/2023 10:08:37 AM,North Sector,Fatal,5,4,Dual carriageway,50,Daylight,Fine no high winds,Wet or damp,Urban,Woman,Van,No,School Open,Festival,Morning,Medium,Jaipur,Assam
ACC006930,05-04-2021 10:27,Central Region,Slight,2,2,Slip road,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Night,Medium,Chennai,Maharashtra
ACC006195,04/24/2020 05:58:43 AM,South Division,Serious,2,2,Roundabout,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Woman,Bicycle,No,School Open,Non-Festival,Evening,Medium,Lucknow,Goa
ACC004953,02-10-2020 21:06,North Sector,Serious,2,1,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Nagaland
ACC005304,09-01-2021 14:53,Central Region,Serious,4,1,Roundabout,60,Darkness - lights lit,Raining no high winds,Dry,Rural,Man,Truck,No,School Vacation,Non-Festival,Morning,Low,Delhi,Tripura
ACC006318,06-03-2022 14:23,North Sector,Slight,2,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Festival,Morning,Medium,Hyderabad,Andhra Pradesh
ACC004831,08/19/2021 06:37:15 PM,North Sector,Slight,2,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Morning,Low,Kolkata,Goa
ACC003270,03/31/2021 01:35:17 PM,West Metro,Slight,2,2,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Truck,No,School Open,Non-Festival,Afternoon,Low,Pune,Goa
ACC005532,11/21/2022 10:20:47 AM,West Metro,Slight,1,1,Roundabout,20,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Van,Yes,School Open,Non-Festival,Afternoon,Medium,Kolkata,Rajasthan
ACC003276,12/22/2023 03:32:35 PM,Central Region,Slight,2,2,One way street,20,Daylight,Fine no high winds,Wet or damp,Rural,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Kolkata,Meghalaya
ACC005396,07/27/2022 08:02:18 PM,West Metro,Slight,1,1,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Evening,Medium,Mumbai,Chhattisgarh
ACC005506,12/28/2024 11:00:14 PM,East District,Slight,2,1,One way street,20,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,Man,Van,Yes,School Open,Festival,Afternoon,High,Kolkata,Mizoram
ACC005604,03/26/2021 05:01:35 PM,East District,Slight,2,1,One way street,20,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Car,No,School Open,Non-Festival,Morning,Low,Delhi,Jharkhand
ACC003416,09/14/2020 07:32:08 AM,Central Region,Slight,2,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,Van,No,School Open,Festival,Night,High,Chennai,West Bengal
ACC005657,07/16/2021 04:37:22 AM,North Sector,Serious,3,1,Roundabout,50,Darkness - lights unlit,Snowing no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Rajasthan
ACC005350,04/14/2020 03:31:35 AM,Central Region,Slight,2,1,Roundabout,20,Daylight,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Vacation,Non-Festival,Afternoon,Low,Kolkata,Nagaland
ACC004723,02/28/2022 07:48:22 AM,Downtown Hub,Slight,2,2,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Evening,Medium,Kolkata,Gujarat
ACC002490,07-01-2024 15:50,Downtown Hub,Slight,1,1,Slip road,40,Daylight,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Night,Medium,Mumbai,Assam
ACC003373,05-04-2020 06:14,Central Region,Serious,2,1,Slip road,60,Daylight,Fine no high winds,Dry,Rural,Woman,Bus,No,School Vacation,Non-Festival,Night,Medium,Jaipur,Madhya Pradesh
ACC004803,05/28/2023 07:46:43 PM,South Division,Slight,1,1,Roundabout,20,Daylight,Fine no high winds,Dry,Urban,Man,Bus,Yes,School Open,Festival,Morning,High,Pune,Manipur
ACC004851,11-09-2024 17:02,South Division,Slight,1,1,Single carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Jaipur,Punjab
ACC002377,09-01-2021 07:06,North Sector,Slight,1,1,Single carriageway,30,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,Van,No,School Vacation,Festival,Morning,Medium,Pune,Odisha
ACC005039,04/14/2023 04:57:25 AM,South Division,Slight,1,1,One way street,30,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Night,Medium,Shimla,Assam
ACC002687,11/16/2024 06:24:57 AM,Central Region,Slight,1,1,One way street,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Bus,No,School Open,Non-Festival,Morning,Low,Kolkata,Bihar
